Isolate_Id	Isolate_Name	Subtype	Host	Location	Collection_Date	Domestic_Status
EPI_ISL_3128533	A/chicken/Albania/2574_21VIR5387-1/2021	A / H5N8	Chicken	Europe / Albania	2021-05-31	
EPI_ISL_3128524	A/partridge/Kosovo/96_21VIR5162-14/2021	A / H5N8	Wild bird	Europe / Kosovo / Suhareke	2021-05-31	
EPI_ISL_3128527	A/duck/Kosovo/107_21VIR5162-17/2021	A / H5N8	Duck	Europe / Kosovo / Kacanik	2021-06-02	
EPI_ISL_3128528	A/chicken/Kosovo/113_21VIR5162-19/2021	A / H5N8	Chicken	Europe / Kosovo / Shtime	2021-06-03	
EPI_ISL_486440	recombinant A/tufted duck/Germany/AR8444/2016	A / H5N8	Avian	Europe / Germany	2016	
EPI_ISL_256298	A/gadwall/Kurgan/2442/2016	A / H5N8	Avian	Europe / Russian Federation / Kurgan Oblast	2016-08-27	Wild
EPI_ISL_247724	A/wild duck/Tatarstan/3059/2016	A / H5N8	Duck	Europe / Russian Federation / Republic of Tatarstan	2016-10-02	Wild
EPI_ISL_237730	A/mute_swan/Hungary/51049/2016	A / H5N8	Cygnus olor	Europe / Hungary / Csongrad megye	2016-10-19	Wild
EPI_ISL_238196	A/mute swan/Croatia/70/2016	A / H5N8	Cygnus olor	Europe / Croatia / Vukovarsko-Srijemska Zupanija / Cerna, river Bid	2016-10-30	Wild
EPI_ISL_239437	A/caspian_gull/Switzerland/V247-L02004/2016	A / H5N8	Larus cachinnans	Europe / Switzerland / Neuenburgersee	2016-11	Wild
EPI_ISL_239435	A/tufted_duck/Switzerland/V254-L02002/2016	A / H5N8	Aythya fuligula	Europe / Switzerland / Lake Constance	2016-11	Wild
EPI_ISL_256460	A/Turkey/Hungary/53136/2016	A / H5N8	Turkey	Europe / Hungary / Bekes megye / Bekes	2016-11-01	Domestic
EPI_ISL_237921	A/wild duck/Poland/82A/2016	A / H5N8	Duck	Europe / Poland / West Pomeranian Voivodeship	2016-11-02	
EPI_ISL_237733	A/tufted_duck/Germany/AR8444-L01986/2016	A / H5N8	Aythya fuligula	Europe / Germany / Schleswig-Holstein / Lake Plön	2016-11-07	Wild
EPI_ISL_268654	A/G_c_grebe/NL-Monnickendam/16013865-009-010/2016	A / H5N8	Other avian	Europe / Netherlands / Provincie Noord-Holland / Monnickendam	2016-11-08	
EPI_ISL_268669	A/T_Dk/NL-Monnickendam/16013865-006-008/2016	A / H5N8	Aythya fuligula	Europe / Netherlands / Provincie Noord-Holland / Monnickendam	2016-11-08	
EPI_ISL_339105	A/Duck/France/RG1/2016 (H5N8)	A / H5N8	Duck	Europe / France	2016-11-08	
EPI_ISL_240111	A/herring gull/Poland/84/2016	A / H5N8	Larus argentatus	Europe / Poland / West Pomeranian Voivodeship / Swinoujscie	2016-11-09	Wild
EPI_ISL_268618	A/Bk_swan/NL-Den Oever/16013973-002/2016	A / H5N8	Cygnus columbianus	Europe / Netherlands / Provincie Noord-Holland / Den Oever	2016-11-10	
EPI_ISL_268621	A/C_Gull/NL-Slootdorp/16014102-003/2016	A / H5N8	Larus canus	Europe / Netherlands / Provincie Noord-Holland / Slootdorp	2016-11-11	
EPI_ISL_238039	A/chicken/Germany-SH/R8758/2016	A / H5N8	Gallus gallus	Europe / Germany / Schleswig-Holstein	2016-11-11	Domestic
EPI_ISL_256457	A/Duck/Hungary/55764/2016	A / H5N8	Avian	Europe / Hungary / Bacs-Kiskun	2016-11-11	
EPI_ISL_1121143	A/chicken/Ukraine/1/2016	A / H5N8	Chicken	Europe / Ukraine / Kherson Oblast / Kalanchatskiy District, Novooleksandrivka	2016-11-14	Domestic
EPI_ISL_268680	A/T_Dk/NL-Zuidoost Beemster/16014148-002/2016	A / H5N8	Aythya fuligula	Europe / Netherlands / Provincie Noord-Holland / Zuidoost Beemster	2016-11-14	
EPI_ISL_268681	A/T_Dk/NL-Zuidoost Beemster/16014148-009/2016	A / H5N8	Aythya fuligula	Europe / Netherlands / Provincie Noord-Holland / Zuidoost Beemster	2016-11-14	
EPI_ISL_238897	A/Common Goldeneye/Sweden/SVA161117KU0322/SZ0002165/2016	A / H5N8	Bucephala clangula	Europe / Sweden / Skane Lan / Vellinge Kommun / Vellinge, Höllviken	2016-11-14	Wild
EPI_ISL_268661	A/L-bl-ba-gull/NL-Sovon/16014324-014/2016	A / H5N8	Larus fuscus	Europe / Netherlands	2016-11-16	
EPI_ISL_268660	A/Gull10/NL-Marker Wadden/16014466-014/2016	A / H5N8	Gull	Europe / Netherlands / Marker Wadden	2016-11-17	
EPI_ISL_238893	A/Chicken/Sweden/SVA161122KU0453/SZ0209316/2016	A / H5N8	Gallus gallus	Europe / Sweden / Skane Lan / Helsingborgs Kommun / City of Mörarp, Lat. 56.053495 Long.  12.848939	2016-11-21	Domestic
EPI_ISL_238896	A/Chicken/Sweden/SVA161122KU0453/SZ0209321/2016	A / H5N8	Gallus gallus	Europe / Sweden / Skane Lan / Helsingborgs Kommun / City of Mörarp, Lat. 56.053495 Long. 12.848939	2016-11-21	Domestic
EPI_ISL_254814	A/mallard/Hungary/57857/2016	A / H5N8	Anas platyrhynchos	Europe / Hungary / Hajdu-Bihar	2016-11-21	Wild
EPI_ISL_241249	A/domestic duck/Germany-MV/R9869/2016	A / H5N8	Duck	Europe / Germany / Mecklenburg-Vorpommern	2016-11-23	Domestic
EPI_ISL_255891	A/Tufted Duck/Netherlands/1/2016	A / H5N8	Aythya fuligula	Europe / Netherlands / Provincie Noord-Holland / Edam-Volendam	2016-11-25	Wild
EPI_ISL_239997	A/decoy_duck/France/161104e/2016	A / H5N8	Duck	Europe / France / Region Nord-Pas-De Calais / Departement du Pas-de-Calais	2016-11-26	
EPI_ISL_268636	A/Eur_Wig/NL-De Waal (Texel)/16014891-003/2016	A / H5N8	Anas penelope	Europe / Netherlands / Provincie Noord-Holland / De Waal (Texel)	2016-11-27	
EPI_ISL_387141	A/northern shoveler/Egypt/813C/2016	A / H5N8	Anas clypeata	Africa / Egypt	2016-12-01	
EPI_ISL_240102	A/domestic goose/Poland/33/2016	A / H5N8	Goose	Europe / Poland / Lubusz Voivodeship	2016-12-02	Domestic
EPI_ISL_239420	A/duck/Hungary/60441/2016	A / H5N8	Anas platyrhynchos	Europe / Hungary / Bacs-Kiskun	2016-12-02	Domestic
EPI_ISL_268665	A/Mal/NL-Mastenbroek/16015378-002/2016	A / H5N8	Anas platyrhynchos	Europe / Netherlands / Provincie Overijssel / Mastenbroek	2016-12-05	
EPI_ISL_268638	A/Eur_Wig/NL-Drieborg (Dollard)/16015513-001/2016	A / H5N8	Anas penelope	Europe / Netherlands / Provincie Groningen / Drieborg (Dollard)	2016-12-06	
EPI_ISL_268664	A/Mal/NL-IJsselmuiden/16015448-002/2016	A / H5N8	Anas platyrhynchos	Europe / Netherlands / Provincie Overijssel / IJsselmuiden	2016-12-06	
EPI_ISL_268666	A/P_falcon/NL-Vrouwenpolder (Zeeland)/16015510-001/2016	A / H5N8	Falcon	Europe / Netherlands / Provincie Zeeland / Vrouwenpolder	2016-12-07	
EPI_ISL_268642	A/Eur_Wig/NL-Greonterp/16015653-001/2016	A / H5N8	Anas penelope	Europe / Netherlands / Provincie Friesland / Greonterp	2016-12-08	
EPI_ISL_268644	A/Eur_Wig/NL-Leeuwarden/16015699-002/2016	A / H5N8	Anas penelope	Europe / Netherlands / Provincie Friesland / Gemeente Leeuwarden	2016-12-10	
EPI_ISL_268652	A/Eur_Wig/NL-Zoeterwoude/16015702-010/2016	A / H5N8	Anas penelope	Europe / Netherlands / South Holland / Gemeente Zoeterwoude	2016-12-10	
EPI_ISL_300686	A/turkey/Poland/63/2016	A / H5N8	Turkey	Europe / Poland / Lubusz Voivodeship	2016-12-12	Domestic
EPI_ISL_268622	A/Ch/NL-Abbega/X16015736/2016	A / H5N8	Gallus gallus	Europe / Netherlands / Provincie Friesland / Abbega	2016-12-12	
EPI_ISL_268646	A/Eur_Wig/NL-Reeuwijk/16015903-003/2016	A / H5N8	Anas penelope	Europe / Netherlands / South Holland / Gemeente Reeuwijk	2016-12-13	
EPI_ISL_268653	A/Eur_Wig/NL-Zwolle/16015820-002/2016	A / H5N8	Anas penelope	Europe / Netherlands / Provincie Overijssel / Gemeente Zwolle	2016-12-13	
EPI_ISL_240110	A/chicken/Astrakhan/3131/2016	A / H5N8	Gallus gallus	Europe / Russian Federation / Astrakhan Oblast 	2016-12-13	Domestic
EPI_ISL_240892	A/turkey/Germany-NI/R10523/2016	A / H5N8	Turkey	Europe / Germany / Lower Saxony	2016-12-13	Domestic
EPI_ISL_268657	A/Grey_Go/NL-Groot-Ammers/16015901-012/2016	A / H5N8	Anser anser	Europe / Netherlands / South Holland / Groot-Ammers	2016-12-14	
EPI_ISL_268649	A/Eur_Wig/NL-Walterswald/16015923-003/2016	A / H5N8	Anas penelope	Europe / Netherlands / Provincie Friesland / Walterswald	2016-12-14	
EPI_ISL_300548	A/Ruddy Shelduck/AN/2-14-12/2016	A / H5N8	Tadorna feruginea	Europe / Ukraine / Kherson Oblast	2016-12-14	Wild
EPI_ISL_300547	A/White-fronted Goose/AN/1-15-12/2016	A / H5N8	Anser albifrons	Europe / Ukraine	2016-12-15	Wild
EPI_ISL_268626	A/Ch/NL-Rhenen/16016141-006/2016	A / H5N8	Gallus gallus	Europe / Netherlands / Provincie Utrecht / Gemeente Rhenen	2016-12-17	
EPI_ISL_240104	A/chicken/Poland/79A/2016	A / H5N8	Gallus gallus	Europe / Poland / Subcarpathian Voivodeship	2016-12-17	Domestic
EPI_ISL_255174	A/Goose/Hungary/65817/2016	A / H5N8	Avian	Europe / Hungary / Hajdu-Bihar	2016-12-18	
EPI_ISL_268623	A/Ch/NL-Boven Leeuwen/16016151-006-010/2016	A / H5N8	Gallus gallus	Europe / Netherlands / Provincie Gelderland / Boven Leeuwen	2016-12-19	
EPI_ISL_285621	A/chicken/Egypt/Gharbiya-15/2017	A / H5N8	Chicken	Africa / Egypt / Gharbiya	2017	
EPI_ISL_285619	A/chicken/Egypt/Kafr-Elshiekh-18/2017	A / H5N8	Duck	Africa / Egypt / Kafr-Elshiekh	2017	
EPI_ISL_247721	A/turkey/Rostov-on-Don/11/2017	A / H5N8	Turkey	Europe / Russian Federation / Rostov Oblast	2017-01-01	Domestic
EPI_ISL_250887	A/chicken/Czech Republic/55-17_1/2017 (H5N8)	A / H5N8	Gallus gallus	Europe / Czech Republic / South Moravian Region / Okres Znoimo / Moravský Krumlov-Rakšice	2017-01-02	Domestic
EPI_ISL_255190	A/Mute swan/Hungary/119/2017	A / H5N8	Avian	Europe / Hungary / Somogy megye / Somogy	2017-01-02	
EPI_ISL_256305	A/shelduck/Italy/17VIR1572-24/2017	A / H5N8	Other avian	Europe / Italy / Rovigo	2017-01-03	
EPI_ISL_262055	A/eurasian wigeon/Germany-NI/AR249-L02143/2017	A / H5N8	Anas penelope	Europe / Germany / Lower Saxony / Wilhelmshaven	2017-01-04	
EPI_ISL_242817	A/chicken/Czech Republic/206-17_2/2017(H5N8)	A / H5N8	Gallus gallus	Europe / Czech Republic / South Moravian Region / Okres Breclav / Brod nad Dyjí	2017-01-06	Domestic
EPI_ISL_247722	A/goose/Krasnodar/3144/2017	A / H5N8	Anser anser	Europe / Russian Federation / Krasnodar Krai	2017-01-06	Domestic
EPI_ISL_247723	A/mute swan/Krasnodar/25/2017	A / H5N8	Cygnus olor	Europe / Russian Federation / Krasnodar Krai	2017-01-06	Wild
EPI_ISL_255913	A/Mallard/Netherlands/2/2017	A / H5N8	Anas platyrhynchos	Europe / Netherlands / South Holland	2017-01-07	Wild
EPI_ISL_300687	A/chicken/Poland/34/2017	A / H5N8	Chicken	Europe / Poland / Lesser Poland Voivodeship	2017-01-11	Domestic
EPI_ISL_255192	A/Goose/Hungary/982/2017	A / H5N8	Avian	Europe / Hungary / Jasz-Nagykun-Szolnok	2017-01-11	
EPI_ISL_255193	A/Duck/Hungary/984/2017	A / H5N8	Avian	Europe / Hungary / Bekes megye	2017-01-11	
EPI_ISL_255194	A/Goose/Hungary/1030/2017	A / H5N8	Avian	Europe / Hungary / Csongrad megye	2017-01-11	
EPI_ISL_253036	A/turkey/England/003778/2017	A / H5N8	Turkey	Europe / United Kingdom / Lincolnshire	2017-01-15	Domestic
EPI_ISL_300693	A/domestic_duck/Poland/47/2017	A / H5N8	Duck	Europe / Poland / Greater Poland Voivodeship	2017-01-16	Domestic
EPI_ISL_255195	A/Duck/Hungary/1588/2017	A / H5N8	Avian	Europe / Hungary / Bacs-Kiskun	2017-01-16	
EPI_ISL_300698	A/turkey/Poland/54/2017	A / H5N8	Turkey	Europe / Poland / Masovian Voivodeship	2017-01-18	Domestic
EPI_ISL_255197	A/Mute swan/Hungary/1955/2017	A / H5N8	Avian	Europe / Hungary / Veszprem megye	2017-01-18	
EPI_ISL_255198	A/Turkey/Hungary/2030/2017	A / H5N8	Avian	Europe / Hungary / Veszprem megye	2017-01-18	
EPI_ISL_283129	A/chicken/Czech Republic/988-17/2017 (H5N8)	A / H5N8	Chicken	Europe / Czech Republic / Olomoucky Kraj / Okres Prerov / Lověšice	2017-01-20	Domestic
EPI_ISL_261634	A/chicken/Republic of Macedonia/AR1167-L02131/2017	A / H5N8	Chicken	Europe / Macedonia, the former Yogoslav Republic of / N 41°12’10, E20°42’01	2017-01-21	Domestic
EPI_ISL_255200	A/Mute swan/Hungary/2508/2017	A / H5N8	Avian	Europe / Hungary / Somogy megye / Somogy	2017-01-22	
EPI_ISL_255183	A/turkey/Italy/17VIR576-11/2017	A / H5N8	Turkey	Europe / Italy / Padova	2017-01-23	
EPI_ISL_255210	A/Harris_hawk/Hungary/2762a/2017	A / H5N8	Parabuteo unicinctus	Europe / Hungary / Pest megye / Pest	2017-01-24	Wild
EPI_ISL_255201	A/Mute swan/Hungary/2825/2017	A / H5N8	Avian	Europe / Hungary / Tolna megye / Tolna	2017-01-24	
EPI_ISL_268947	A/mallard/Czech Republic/1219-17_1/2017 (H5N8)	A / H5N8	Anas platyrhynchos	Europe / Czech Republic / Jihocesky Kraj / Okres Strakonice / Blatná	2017-01-25	Domestic
EPI_ISL_255184	A/chicken/Italy/17VIR653-12/2017	A / H5N8	Chicken	Europe / Italy / Rovigo	2017-01-25	
EPI_ISL_262059	A/greylag goose/Germany-NI/AR703-L02138/2017	A / H5N8	Anser anser	Europe / Germany / Lower Saxony / Hemmingen	2017-01-25	
EPI_ISL_247429	A/domestic duck/Germany-BB/R681ff/2017	A / H5N8	Duck	Europe / Germany / Brandenburg	2017-01-26	Domestic
EPI_ISL_300699	A/domestic_goose/Poland/69/2017	A / H5N8	Goose	Europe / Poland / Greater Poland Voivodeship	2017-01-27	Domestic
EPI_ISL_255203	A/Mute swan/Hungary/3513/2017	A / H5N8	Cygnus olor	Europe / Hungary / Vas	2017-01-27	Wild
EPI_ISL_255204	A/Mute swan/Hungary/3542/2017	A / H5N8	Avian	Europe / Hungary / Budapest fovaros	2017-01-29	
EPI_ISL_266536	A/chicken/Belgium/807/2017	A / H5N8	Gallus gallus	Europe / Belgium	2017-02-01	
EPI_ISL_262058	A/greylag goose/Germany-NI/AR1395-L02144/2017	A / H5N8	Anser anser	Europe / Germany / Lower Saxony / Peine	2017-02-02	
EPI_ISL_300701	A/turkey/Poland/94/2017	A / H5N8	Turkey	Europe / Poland / Greater Poland Voivodeship	2017-02-03	Domestic
EPI_ISL_300702	A/chicken/Poland/101/2017	A / H5N8	Chicken	Europe / Poland / Lower Silesian Voivodeship	2017-02-03	Domestic
EPI_ISL_258415	A/grey heron/Germany-TH/R1125/2017	A / H5N8	Avian	Europe / Germany / Thuringia	2017-02-04	Wild
EPI_ISL_288362	A/chicken/Greece/39_2017/2017	A / H5N6	Gallus gallus domesticus	Europe / Greece	2017-02-06	Domestic
EPI_ISL_258526	A/white stork/Germany-TH/R1149/2017	A / H5N8	Avian	Europe / Germany / Thuringia	2017-02-06	
EPI_ISL_266537	A/peacock/Belgium/1017/2017	A / H5N8	Pavo cristatus	Europe / Belgium	2017-02-08	
EPI_ISL_258527	A/tawny owl/Germany-SN/R1186/2017	A / H5N8	Avian	Europe / Germany / Saxony	2017-02-08	
EPI_ISL_255207	A/Mute swan/Hungary/5316/2017	A / H5N8	Avian	Europe / Hungary / Tolna megye / Tolna	2017-02-09	
EPI_ISL_274858	A/mute swan/Kaliningrad/132/2017	A / H5N8	Cygnus olor	Europe / Russian Federation / Kaliningrad Oblast	2017-02-13	
EPI_ISL_255216	A/Mallard/Hungary/5821/2017	A / H5N8	Avian	Europe / Hungary / Zala	2017-02-13	
EPI_ISL_255186	A/turkey/Italy/17VIR1338-3/2017	A / H5N8	Turkey	Europe / Italy / Mantova	2017-02-14	
EPI_ISL_262057	A/mute swan/Germany-NI/AR1529-L02145/2017	A / H5N8	Cygnus olor	Europe / Germany / Lower Saxony / Ammerland	2017-02-14	
EPI_ISL_255934	A/Mute swan/Hungary/6092/2017	A / H5N8	Avian	Europe / Hungary / Komarom-Esztergom	2017-02-15	
EPI_ISL_255936	A/Pheasant/Hungary/6553/2017	A / H5N8	Avian	Europe / Hungary / Jasz-Nagykun-Szolnok	2017-02-16	
EPI_ISL_300704	A/turkey/Poland/192/2017	A / H5N8	Turkey	Europe / Poland / Podlasie Voivodeship	2017-02-20	Domestic
EPI_ISL_309194	A/Anas platyrhynchos/Belgium/1899/2017	A / H5N8	Anas platyrhynchos	Europe / Belgium	2017-02-27	
EPI_ISL_256307	A/chicken/Italy/17VIR1684-2/2017	A / H5N8	Chicken	Europe / Italy / Venezia	2017-02-27	
EPI_ISL_256308	A/chicken/Italy/17VIR1751-3/2017	A / H5N8	Chicken	Europe / Italy / Venezia	2017-02-27	
EPI_ISL_255209	A/Common_tern/Hungary/8187/2017	A / H5N8	Sterna hirundo	Europe / Hungary / Tolna megye	2017-02-28	Wild
EPI_ISL_505425	A/Duck/Cairo/1795CA/2017	A / H5N8	Duck	Africa / Egypt / Cairo	2017-03	
EPI_ISL_387143	A/goose/Spain/IA17CR02699/2017	A / H5N8	Goose	Europe / Spain	2017-03-02	
EPI_ISL_256299	A/chicken/Sergiyev Posad/38/2017	A / H5N8	Gallus gallus	Europe / Russian Federation / Moscow Oblast	2017-03-02	Domestic
EPI_ISL_316513	A/chicken/Italy/17VIR2294-5/2017	A / H5N8	Chicken	Europe / Italy / Treviso	2017-03-16	
EPI_ISL_309195	A/Cygnus olor/Belgium/2967/2017	A / H5N8	Cygnus olor	Europe / Belgium	2017-03-21	
EPI_ISL_309196	A/Buteo buteo/Belgium/3022/2017	A / H5N8	Buteo buteo	Europe / Belgium	2017-03-23	
EPI_ISL_316515	A/turkey/Italy/17VIR2722-29/2017	A / H5N8	Turkey	Europe / Italy / Verona	2017-03-28	
EPI_ISL_316516	A/chicken/Italy/17VIR2788/2017	A / H5N8	Chicken	Europe / Italy / Torino	2017-03-28	
EPI_ISL_271705	A/Goose/Hungary/15729/2017	A / H5N8	Goose	Europe / Hungary / Bacs-Kiskun	2017-04-07	
EPI_ISL_273846	A/chicken/Italy/17VIR3078/2017	A / H5N8	Chicken	Europe / Italy / Emilia-Romagna / Province of Bologna / Mordano	2017-04-07	Domestic
EPI_ISL_316517	A/turkey/Italy/17VIR3192-1/2017	A / H5N8	Turkey	Europe / Italy / Verona	2017-04-11	
EPI_ISL_275287	A/chicken/Rostov-on-Don/44/2017	A / H5N8	Gallus gallus	Europe / Russian Federation / Rostov Oblast	2017-04-18	Domestic
EPI_ISL_309198	A/Guinea fowl/Belgium/6102/2017	A / H5N8	Guineafowl	Europe / Belgium	2017-06-14	
EPI_ISL_309197	A/Brahma chicken/Belgium/6153/2017	A / H5N8	Chicken	Europe / Belgium	2017-06-15	
EPI_ISL_316519	A/turkey/Italy/17VIR5773-2/2017	A / H5N8	Turkey	Europe / Italy / Mantova	2017-07-19	
EPI_ISL_316520	A/duck/Italy/17VIR5769-5/2017	A / H5N8	Duck	Europe / Italy / Mantova	2017-07-19	
EPI_ISL_273847	A/turkey/Italy/17VIR5878-3/2017	A / H5N8	Turkey	Europe / Italy / Veneto / Province of Verona / Albaredo d'Adige	2017-07-23	Domestic
EPI_ISL_316523	A/chicken/Italy/17VIR5986-1/2017	A / H5N8	Chicken	Europe / Italy / Mantova	2017-07-27	
EPI_ISL_280675	A/mallard/Switzerland/V0272.1-L02311/2017	A / H5N8	Anas platyrhynchos	Europe / Switzerland / Bouveret	2017-08-01	
EPI_ISL_280676	A/mallard/Switzerland/V0272.2-L02312/2017	A / H5N8	Anas platyrhynchos	Europe / Switzerland / Bouveret	2017-08-01	
EPI_ISL_316524	A/turkey/Italy/17VIR6108-3/2017	A / H5N8	Turkey	Europe / Italy / Verona	2017-08-01	
EPI_ISL_316526	A/turkey/Italy/17VIR6355-1/2017	A / H5N8	Turkey	Europe / Italy / Mantova	2017-08-04	
EPI_ISL_316530	A/turkey/Italy/17VIR6882-1/2017	A / H5N8	Turkey	Europe / Italy / Verona	2017-08-21	
EPI_ISL_316532	A/turkey/Italy/17VIR6930-4/2017	A / H5N8	Turkey	Europe / Italy / Verona	2017-08-22	
EPI_ISL_316533	A/turkey/Italy/17VIR6928-5/2017	A / H5N8	Turkey	Europe / Italy / Verona	2017-08-22	
EPI_ISL_316535	A/turkey/Italy/17VIR7197-1/2017	A / H5N8	Turkey	Europe / Italy / Verona	2017-08-28	
EPI_ISL_316584	A/swan/Italy/17VIR8513/2017	A / H5N8	Swan	Europe / Italy / Como	2017-09-01	
EPI_ISL_316537	A/goose/Italy/17VIR7626-5/2017	A / H5N8	Goose	Europe / Italy / Padova	2017-09-08	
EPI_ISL_316538	A/turkey/Italy/17VIR8199-1/2017	A / H5N8	Turkey	Europe / Italy / Vicenza	2017-09-25	
EPI_ISL_316540	A/duck/Italy/17VIR8200-12/2017	A / H5N8	Duck	Europe / Italy / Vicenza	2017-09-25	
EPI_ISL_316539	A/turkey/Italy/17VIR8275-3/2017	A / H5N8	Turkey	Europe / Italy / Verona	2017-09-26	
EPI_ISL_316542	A/chicken/Italy/17VIR8678/2017	A / H5N8	Chicken	Europe / Italy / Ferrara	2017-10-05	
EPI_ISL_316548	A/turkey/Italy/17VIR8819-3/2017	A / H5N8	Turkey	Europe / Italy / Brescia	2017-10-09	
EPI_ISL_316544	A/chicken/Italy/17VIR8821/2017	A / H5N8	Chicken	Europe / Italy / Bergamo	2017-10-09	
EPI_ISL_316547	A/turkey/Italy/17VIR8886-3/2017	A / H5N8	Turkey	Europe / Italy / Padova	2017-10-11	
EPI_ISL_316549	A/chicken/Italy/17VIR9048-2/2017	A / H5N8	Chicken	Europe / Italy / Bergamo	2017-10-12	
EPI_ISL_316551	A/chicken/Italy/17VIR9107/2017	A / H5N8	Chicken	Europe / Italy / Sondrio	2017-10-16	
EPI_ISL_297234	A/chicken/Rostov-on-Don/1321/2017	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Rostov Oblast	2017-10-18	Domestic
EPI_ISL_316555	A/turkey/Italy/17VIR9245/2017	A / H5N8	Turkey	Europe / Italy / Brescia	2017-10-18	
EPI_ISL_316557	A/chicken/Italy/17VIR9456/2017	A / H5N8	Chicken	Europe / Italy / Milano	2017-10-18	
EPI_ISL_419348	A/chicken/Bulgaria/Haskovo/411/2017	A / H5N8	Chicken	Europe / Bulgaria	2017-10-19	
EPI_ISL_316594	A/wild_goose/Italy/17VIR9841/2017	A / H5N8	Goose	Europe / Italy / Ferrara	2017-10-23	
EPI_ISL_316558	A/duck/Italy/17VIR9533/2017	A / H5N8	Duck	Europe / Italy / Brescia	2017-10-25	
EPI_ISL_316560	A/chicken/Italy/17VIR9680/2017	A / H5N8	Chicken	Europe / Italy / Brescia	2017-10-28	
EPI_ISL_316563	A/turkey/Italy/17VIR9775-1/2017	A / H5N8	Turkey	Europe / Italy / Bergamo	2017-10-31	
EPI_ISL_372491	A/chicken/South Korea/AIV49/2017	A / H5N6	Chicken	Asia / Korea, Republic of	2017-11	
EPI_ISL_316565	A/turkey/Italy/17VIR9905-1/2017	A / H5N8	Turkey	Europe / Italy / Brescia	2017-11-02	
EPI_ISL_419349	A/chicken/Bulgaria/Sliven/432/2017	A / H5N8	Chicken	Europe / Bulgaria	2017-11-02	
EPI_ISL_316570	A/chicken/Italy/17VIR9846-4/2017	A / H5N8	Chicken	Europe / Italy / Asti	2017-11-03	
EPI_ISL_419351	A/duck/Bulgaria/Yambol/436/2017	A / H5N8	Duck	Europe / Bulgaria	2017-11-03	
EPI_ISL_289173	A/mute swan/Shimane/3211A001/2017	A / H5N6	Cygnus olor	Asia / Japan / Shimane	2017-11-05	
EPI_ISL_316573	A/turkey/Italy/17VIR10133-8/2017	A / H5N8	Turkey	Europe / Italy / Cremona	2017-11-06	
EPI_ISL_316574	A/chicken/Italy/17VIR10083/2017	A / H5N8	Chicken	Europe / Italy / Brescia	2017-11-06	
EPI_ISL_319652	A/tufted duck/Shimane/3211TY001/2017	A / H5N6	Aythya fuligula	Asia / Japan / Shimane	2017-11-07	
EPI_ISL_297235	A/chicken/Rostov-on-Don/1598/2017	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Rostov Oblast	2017-11-17	Domestic
EPI_ISL_288437	A/duck/Korea/HD1/2017	A / H5N6	Duck	Asia / Korea, Republic of / Jeollabuk-do	2017-11-17	
EPI_ISL_316580	A/chicken/Italy/17VIR10408/2017	A / H5N8	Chicken	Europe / Italy / Treviso	2017-11-20	
EPI_ISL_288436	A/mallard/Korea/Jeju-H24/2017	A / H5N6	Duck	Asia / Korea, Republic of / Jeju-teukbyeoljachido	2017-11-27	
EPI_ISL_287800	A/spoonbill/Taiwan/DB645/2017	A / H5N6	Other avian	Asia / Taiwan	2017-12-01	Wild
EPI_ISL_316582	A/turkey/Italy/17VIR10983-22/2017	A / H5N8	Turkey	Europe / Italy / Ravenna	2017-12-11	
EPI_ISL_505399	A/chicken/Al-Sharqia/1822FM/2018	A / H5N8	Chicken	Africa / Egypt	2018-01	
EPI_ISL_505424	A/chicken/EL-WadiAlgidid/185/2018	A / H5N8	Chicken	Africa / Egypt	2018-01	
EPI_ISL_335463	A/Northern Goshawk/Tokyo/1301B003/2018	A / H5N6	Avian	Asia / Japan	2018-01-05	
EPI_ISL_335448	A/chicken/Korea/H203/2018	A / H5N6	Chicken	Asia / Korea, Republic of	2018-01-26	
EPI_ISL_505411	A/Turkey/Beni Sueif/18296F/2018	A / H5N8	Turkey	Africa / Egypt	2018-02	
EPI_ISL_335451	A/chicken/Korea/H219/2018	A / H5N6	Chicken	Asia / Korea, Republic of	2018-02-08	
EPI_ISL_308781	A/jungle crow/Hyogo/2803A002/2018	A / H5N6	Corvus macrorhynchos	Asia / Japan / Hyogo	2018-03-01	
EPI_ISL_419344	A/chicken/Bulgaria/Dobrich/12-2/2018	A / H5N8	Chicken	Europe / Bulgaria	2018-03-02	
EPI_ISL_419212	A/chicken/Bulgaria/Dobrich/12-1/2018	A / H5N8	Gallus gallus domesticus	Europe / Bulgaria / Oblast Dobrich	2018-03-02	Domestic
EPI_ISL_308783	A/jungle crow/Hyogo/2803E022/2018	A / H5N6	Corvus macrorhynchos	Asia / Japan / Hyogo	2018-03-06	
EPI_ISL_332431	A/Duck/Netherlands/18003885-001-005/2018	A / H5N6	Duck	Europe / Netherlands / Kamperveen	2018-03-13	
EPI_ISL_335460	A/Jungle crow/Hyogo/2803E028C/2018	A / H5N6	Avian	Asia / Japan	2018-03-14	
EPI_ISL_335453	A/chicken/Korea/H238/2018	A / H5N6	Chicken	Asia / Korea, Republic of	2018-03-16	
EPI_ISL_344539	A/Turkey/Egypt/AR550/2018	A / H5N8	Turkey	Africa / Egypt / Fayoum	2018-03-28	
