Isolate_Id	Isolate_Name	Subtype	Host	Location	Collection_Date	Domestic_Status
EPI_ISL_1941444	A/chicken/Czech Republic/7681-7/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Klamos	2021-04-18	Domestic
EPI_ISL_1941578	A/chicken/Czech Republic/7681-10/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Klamos	2021-04-18	Domestic
EPI_ISL_3102078	A/mute_swan/Poland/MB396_21RS1385-19/2021	A / H5N8	Wild bird	Europe / Poland / Zachodniopomorskie	2021-04-22	
EPI_ISL_3102056	A/chicken/Bulgaria/274-5_21VIR4270-4/2021	A / H5N8	Chicken	Europe / Bulgaria / Krivo pole, Haskovo	2021-04-23	
EPI_ISL_3102057	A/chicken/Bulgaria/275-4_21VIR4270-6/2021	A / H5N8	Chicken	Europe / Bulgaria / Trilistnik, Plovdiv	2021-04-26	
EPI_ISL_3102080	A/chicken/Austria/21052483_21VIR3291-1/2021	A / H5N8	Chicken	Europe / Austria / Oberneukirchen	2021-04-27	
EPI_ISL_3142391	A/mute_swan/Austria/21051907_21VIR3291-7/2021	A / H5N8	Wild bird	Europe / Austria / Oberneukirchen	2021-04-27	
EPI_ISL_3102068	A/chicken/Poland/H984_21RS1385-9/2021	A / H5N8	Chicken	Europe / Poland / Mazowieckie	2021-04-28	
EPI_ISL_3102064	A/duck/Poland/H1029_21RS1385-5/2021	A / H5N8	Duck	Europe / Poland / Wielkopolskie	2021-05-01	
EPI_ISL_3102070	A/white_stork/Poland/MB412_21RS1385-11/2021	A / H5N8	Wild bird	Europe / Poland / Mazowieckie	2021-05-02	
EPI_ISL_3102065	A/goose/Poland/H1036_21RS1385-6/2021	A / H5N8	Goose	Europe / Poland / Wielkopolskie	2021-05-03	
EPI_ISL_3102058	A/chicken/Bulgaria/297-2_21VIR4270-8/2021	A / H5N8	Chicken	Europe / Bulgaria / Trilistnik, Plovdiv	2021-05-05	
EPI_ISL_3102072	A/chicken/Poland/H1084_21RS1385-13/2021	A / H5N8	Chicken	Europe / Poland / Mazowieckie	2021-05-07	
EPI_ISL_3102062	A/chicken/Poland/H1124_21RS1385-3/2021	A / H5N8	Chicken	Europe / Poland / Wielkopolskie	2021-05-11	
EPI_ISL_3102074	A/turkey/Poland/H1168_21RS1385-15/2021	A / H5N8	Turkey	Europe / Poland / Warmi?sko-mazurskie	2021-05-13	
EPI_ISL_2402936	A/chicken/Czech Republic/10251-1/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Stredocesky Kraj / Okres Melnik / Chorusice	2021-05-16	Domestic
EPI_ISL_3102079	A/turkey/Poland/H1289_21RS1385-20/2021	A / H5N8	Turkey	Europe / Poland / Mazowieckie	2021-05-24	
EPI_ISL_3128531	A/chicken/Kosovo/90_21VIR5162-4/2021	A / H5N8	Chicken	Europe / Kosovo / Rahovec	2021-05-25	
EPI_ISL_2402937	A/chicken/Czech Republic/10251-2/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Stredocesky Kraj / Okres Melnik / Chorusice	2021-05-31	Domestic
EPI_ISL_3128527	A/duck/Kosovo/107_21VIR5162-17/2021	A / H5N8	Duck	Europe / Kosovo / Kacanik	2021-06-02	
EPI_ISL_3128534	A/chicken/Albania/3816_21VIR5387-2/2021	A / H5N8	Chicken	Europe / Albania	2021-06-04	
EPI_ISL_285621	A/chicken/Egypt/Gharbiya-15/2017	A / H5N8	Chicken	Africa / Egypt / Gharbiya	2017	
EPI_ISL_268513	A/duck/Egypt/F446/2017	A / H5N8	Duck	Africa / Egypt / Cairo	2017-04-06	Domestic
EPI_ISL_297235	A/chicken/Rostov-on-Don/1598/2017	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Rostov Oblast	2017-11-17	Domestic
EPI_ISL_344539	A/Turkey/Egypt/AR550/2018	A / H5N8	Turkey	Africa / Egypt / Fayoum	2018-03-28	
EPI_ISL_344541	A/Chicken/Egypt/AR553/2018	A / H5N8	Chicken	Africa / Egypt / Giza	2018-04-04	
EPI_ISL_320607	A/chicken/Kursk/284/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kursk Oblast	2018-06-11	Domestic
EPI_ISL_320608	A/chicken/Kursk/526/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kursk Oblast	2018-06-15	Domestic
EPI_ISL_320662	A/chicken/Penza/300/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Penza Oblast	2018-06-15	Domestic
EPI_ISL_320663	A/chicken/Penza/301/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Penza Oblast	2018-06-15	Domestic
EPI_ISL_320677	A/chicken/Penza/607/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Penza Oblast	2018-06-19	Domestic
EPI_ISL_320660	A/goose/Samara/455/2018	A / H5N8	Anser anser	Europe / Russian Federation / Samara Oblast	2018-06-22	Domestic
EPI_ISL_320682	A/chicken/Kursk/762/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kursk Oblast	2018-06-26	Domestic
EPI_ISL_320683	A/goose/Samara/673/2018	A / H5N8	Anser anser	Europe / Russian Federation / Samara Oblast	2018-07-04	Domestic
EPI_ISL_320675	A/turkey/Rostov-on-Don/817/2018	A / H5N8	Turkey	Europe / Russian Federation / Rostov Oblast	2018-07-16	Domestic
EPI_ISL_337151	A/chicken/Mari El/870/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Mari El Republic	2018-08-03	Domestic
EPI_ISL_336930	A/turkey/Rostov-on-Don/1117/2018	A / H5N8	Turkey	Europe / Russian Federation / Rostov Oblast	2018-09-28	Domestic
EPI_ISL_336929	A/chicken/Voronezh/1488/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Voronezh Oblast	2018-11-02	Domestic
EPI_ISL_336931	A/chiken/Voronezh/1491/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Voronezh Oblast	2018-11-02	Domestic
EPI_ISL_336932	A/chicken/Voronezh/1504/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Voronezh Oblast	2018-11-02	Domestic
EPI_ISL_346255	A/duck/Egypt/VG1099/2018	A / H5N2	Anas platyrhynchos	Africa / Egypt / Dakahlia	2018-12-31	Domestic
EPI_ISL_400027	A/Turkey/Egypt/AI20285/2019	A / H5N8	Turkey	Africa / Egypt	2019-04-03	Domestic
EPI_ISL_400043	A/Chicken/Egypt/AI20286/2019	A / H5N8	Chicken	Africa / Egypt	2019-04-23	Domestic
EPI_ISL_626648	A/goose/Russian_Federation/Omsk/1680-6/2020	A / H5N5	Goose	Europe / Russian Federation / Omsk Oblast	2020-10-02	
EPI_ISL_614399	A/buzzard/Germany-MV/AI02166/2020	A / H5N5	Buteo buteo	Europe / Germany / Mecklenburg-Vorpommern	2020-10-29	Wild
EPI_ISL_956409	A/common_teal/Italy/20VIR7439-190/2020	A / H5N5	Common teal	Europe / Italy / Rovigo	2020-11-28	
EPI_ISL_1665267	A/mute_swan/Slovenia/1914-20_21VIR959-5/2020	A / H5N5	Swan	Europe / Slovenia	2020-12-24	
